IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,value,PUBLIC_ID
"getNextPvId()","","UBERON_0012250","","","UBERON_0000995","cervix glandular epithelium","tissue_type"
"getNextPvId()","","UBERON_0012252","","","UBERON_0000995","endocervical epithelium","tissue_type"
"getNextPvId()","","UBERON_0006930","","","","glandular cuboidal epithelium","tissue_type"
"getNextPvId()","","UBERON_0000490","","","","unilaminar epithelium","tissue_type"
"getNextPvId()","","UBERON_0003258","","","UBERON_0001043 UBERON_0002107 UBERON_0002048","endoderm of foregut","tissue_type"
"getNextPvId()","","UBERON_0007690","","","UBERON_0000922 UBERON_0001723","early pharyngeal endoderm","tissue_type"
"getNextPvId()","","UBERON_0010023","","","UBERON_0000922 UBERON_0002046","dorsal part of pharyngeal pouch 2","tissue_type"
"getNextPvId()","","UBERON_0004117","","","UBERON_0000922 UBERON_0001723","pharyngeal pouch","tissue_type"
"getNextPvId()","","UBERON_0007123","","","UBERON_0000922 UBERON_0002046","pharyngeal pouch 2","tissue_type"
"getNextPvId()","","UBERON_0007122","","","UBERON_0000922 UBERON_0001723","pharyngeal pouch 1","tissue_type"
"getNextPvId()","","UBERON_0007124","","","UBERON_0000922 UBERON_0001723","pharyngeal pouch 3","tissue_type"
"getNextPvId()","","UBERON_0010025","","","UBERON_0000922","dorsal part of pharyngeal pouch 3","tissue_type"
"getNextPvId()","","UBERON_0007125","","","UBERON_0000922 UBERON_0001723","pharyngeal pouch 4","tissue_type"
"getNextPvId()","","UBERON_0013156","","","UBERON_0000922 UBERON_0001723","1st arch mandibular endoderm","tissue_type"
"getNextPvId()","","UBERON_0008947","","","UBERON_0000065 UBERON_0002048","respiratory primordium","tissue_type"
"getNextPvId()","","UBERON_0005597","","","UBERON_0000065 UBERON_0002048","lung primordium","tissue_type"
"getNextPvId()","","UBERON_0036072","","","UBERON_0001043 UBERON_0002107 UBERON_0002048 UBERON_0000065","respiratory primordium epithelium","tissue_type"
"getNextPvId()","","UBERON_0036073","","","UBERON_0000065 UBERON_0002048","respiratory primordium mesenchyme","tissue_type"
"getNextPvId()","","UBERON_0012172","","","UBERON_0000945","stomach primordium","tissue_type"
"getNextPvId()","","UBERON_0022361","","","UBERON_0000065 UBERON_0002048","lung field","tissue_type"
"getNextPvId()","","UBERON_0000076","","","UBERON_0000922 UBERON_0002097","external ectoderm","tissue_type"
"getNextPvId()","","UBERON_0005216","","","UBERON_0000922 UBERON_0002097","optic eminence surface ectoderm","tissue_type"
"getNextPvId()","","UBERON_0003050","","","UBERON_0000922 UBERON_0002097","olfactory placode","tissue_type"
"getNextPvId()","","UBERON_2001431","","","UBERON_0000922 UBERON_0002097","primitive olfactory epithelium","tissue_type"
"getNextPvId()","","UBERON_0003371","","","UBERON_0000922 UBERON_0002097","pelvic appendage bud ectoderm","tissue_type"
"getNextPvId()","","UBERON_0003372","","","UBERON_0000922 UBERON_0002097","pectoral appendage bud ectoderm","tissue_type"
"getNextPvId()","","UBERON_0005311","","","UBERON_0000922 UBERON_0002097","mammary placode","tissue_type"
"getNextPvId()","","UBERON_0006266","","","UBERON_0000922 UBERON_0002097","nasolacrimal groove","tissue_type"
"getNextPvId()","","UBERON_0009206","","","UBERON_0000922 UBERON_0002097","lateral nasal process surface ectoderm","tissue_type"
"getNextPvId()","","UBERON_0012313","","","UBERON_0000922 UBERON_0001043 UBERON_0002107 UBERON_0002048","1st arch maxillary ectoderm","tissue_type"
"getNextPvId()","","UBERON_0016545","","","UBERON_0000922 UBERON_0002097","pharyngeal ectoderm","tissue_type"
"getNextPvId()","","UBERON_0004345","","","","trophectoderm","tissue_type"
"getNextPvId()","","UBERON_0011272","","","UBERON_0002097","embryonic skin basal layer","tissue_type"
"getNextPvId()","","UBERON_0003254","","","","amniotic ectoderm","tissue_type"
"getNextPvId()","","UBERON_0000485","","","","simple columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0000428","","","","prostate epithelium","tissue_type"
"getNextPvId()","","UBERON_0004179","","","","prostate glandular acinus","tissue_type"
"getNextPvId()","","UBERON_0011951","","","","prostate luminal epithelium","tissue_type"
"getNextPvId()","","UBERON_0001277","","","","intestinal epithelium","tissue_type"
"getNextPvId()","","UBERON_0001278","","","UBERON_0000059","epithelium of large intestine","tissue_type"
"getNextPvId()","","UBERON_0000397","","","UBERON_0001155 UBERON_0000059","colonic epithelium","tissue_type"
"getNextPvId()","","UBERON_0005636","","","UBERON_0001155 UBERON_0000059","caecum epithelium","tissue_type"
"getNextPvId()","","UBERON_0009697","","","UBERON_0001155 UBERON_0000059","epithelium of appendix","tissue_type"
"getNextPvId()","","UBERON_0013695","","","UBERON_0001155 UBERON_0000059","colon endothelium","tissue_type"
"getNextPvId()","","UBERON_0003354","","","UBERON_0000059","epithelium of rectum","tissue_type"
"getNextPvId()","","UBERON_0015716","","","UBERON_0000059","anal canal epithelium","tissue_type"
"getNextPvId()","","UBERON_0022281","","","UBERON_0000059","epithelium of crypt of Lieberkuhn of large intestine","tissue_type"
"getNextPvId()","","UBERON_0001902","","","UBERON_0002108","epithelium of small intestine","tissue_type"
"getNextPvId()","","UBERON_0022280","","","UBERON_0002108","epithelium of crypt of Lieberkuhn of small intestine","tissue_type"
"getNextPvId()","","UBERON_0013636","","","UBERON_0002108","epithelium of intestinal villus","tissue_type"
"getNextPvId()","","UBERON_0000400","","","UBERON_0002108","jejunal epithelium","tissue_type"
"getNextPvId()","","UBERON_0008345","","","UBERON_0002108","ileal epithelium","tissue_type"
"getNextPvId()","","UBERON_0008346","","","UBERON_0002108","duodenal epithelium","tissue_type"
"getNextPvId()","","UBERON_0004693","","","","Peyer's patch epithelium","tissue_type"
"getNextPvId()","","UBERON_0011184","","","","epithelium of crypt of Lieberkuhn","tissue_type"
"getNextPvId()","","UBERON_0001213","","","","intestinal villus","tissue_type"
"getNextPvId()","","UBERON_0008343","","","UBERON_0002108","intestinal villus of jejunum","tissue_type"
"getNextPvId()","","UBERON_0013483","","","UBERON_0002108","crypt of Lieberkuhn of jejunum","tissue_type"
"getNextPvId()","","UBERON_0008342","","","UBERON_0002108","intestinal villus of duodenum","tissue_type"
"getNextPvId()","","UBERON_0013482","","","UBERON_0002108","crypt of Lieberkuhn of duodenum","tissue_type"
"getNextPvId()","","UBERON_0015834","","","UBERON_0002108","duodenum lamina propria","tissue_type"
"getNextPvId()","","UBERON_0008344","","","UBERON_0002108","intestinal villus of ileum","tissue_type"
"getNextPvId()","","UBERON_0013481","","","UBERON_0002108","crypt of Lieberkuhn of ileum","tissue_type"
"getNextPvId()","","UBERON_0018410","","","","lacteal","tissue_type"
"getNextPvId()","","UBERON_0001276","","","UBERON_0000945 UBERON_0001043 UBERON_0002107 UBERON_0002048","epithelium of stomach","tissue_type"
"getNextPvId()","","UBERON_0005477","","","UBERON_0000945","stomach fundus epithelium","tissue_type"
"getNextPvId()","","UBERON_0005637","","","UBERON_0000945","pyloric region epithelium","tissue_type"
"getNextPvId()","","UBERON_0006921","","","UBERON_0000945","stomach squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0002029","","","UBERON_0002110","epithelium of gall bladder","tissue_type"
"getNextPvId()","","UBERON_0004341","","","UBERON_0000922","primitive streak","tissue_type"
"getNextPvId()","","UBERON_0003062","","","UBERON_0000922","primitive knot","tissue_type"
"getNextPvId()","","UBERON_0004055","","","UBERON_0000922","primitive pit","tissue_type"
"getNextPvId()","","UBERON_0004056","","","UBERON_0000922","primitive groove","tissue_type"
"getNextPvId()","","UBERON_0003894","","","UBERON_0000922 UBERON_0002107","liver primordium","tissue_type"
"getNextPvId()","","UBERON_0004544","","","","epididymis epithelium","tissue_type"
"getNextPvId()","","UBERON_0007592","","","","ciliated columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0007589","","","","ciliated columnar oviduct epithelium","tissue_type"
"getNextPvId()","","UBERON_0010499","","","","pseudostratified ciliated columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0004802","","","UBERON_0000065","respiratory tract epithelium","tissue_type"
"getNextPvId()","","UBERON_0004814","","","UBERON_0000065","upper respiratory tract epithelium","tissue_type"
"getNextPvId()","","UBERON_0001951","","","UBERON_0000065","epithelium of nasopharynx","tissue_type"
"getNextPvId()","","UBERON_0005384","","","UBERON_0000065","nasal cavity epithelium","tissue_type"
"getNextPvId()","","UBERON_0001997","","","UBERON_0000065","olfactory epithelium","tissue_type"
"getNextPvId()","","UBERON_0005385","","","UBERON_0000065","nasal cavity respiratory epithelium","tissue_type"
"getNextPvId()","","UBERON_0009671","","","UBERON_0000065","nasal fin","tissue_type"
"getNextPvId()","","UBERON_0009672","","","UBERON_0000065","oronasal membrane","tissue_type"
"getNextPvId()","","UBERON_0004815","","","UBERON_0000065","lower respiratory tract epithelium","tissue_type"
"getNextPvId()","","UBERON_0000115","","","UBERON_0000065 UBERON_0002048","lung epithelium","tissue_type"
"getNextPvId()","","UBERON_0004821","","","UBERON_0000065 UBERON_0002048","pulmonary alveolus epithelium","tissue_type"
"getNextPvId()","","UBERON_0002051","","","UBERON_0000065 UBERON_0002048","epithelium of bronchiole","tissue_type"
"getNextPvId()","","UBERON_0001955","","","UBERON_0000065 UBERON_0002048","epithelium of respiratory bronchiole","tissue_type"
"getNextPvId()","","UBERON_0001958","","","UBERON_0000065 UBERON_0002048","terminal bronchiole epithelium","tissue_type"
"getNextPvId()","","UBERON_0002169","","","UBERON_0000065 UBERON_0002048","alveolar sac","tissue_type"
"getNextPvId()","","UBERON_0002299","","","UBERON_0000065 UBERON_0002048","alveolus of lung","tissue_type"
"getNextPvId()","","UBERON_0002172","","","UBERON_0000065 UBERON_0002048","alveolar atrium","tissue_type"
"getNextPvId()","","UBERON_0004894","","","UBERON_0000065 UBERON_0002048","alveolar wall","tissue_type"
"getNextPvId()","","UBERON_0004895","","","UBERON_0000065 UBERON_0002048","alveolar smooth muscle","tissue_type"
"getNextPvId()","","UBERON_0008870","","","UBERON_0000065 UBERON_0002048","pulmonary alveolar parenchyma","tissue_type"
"getNextPvId()","","UBERON_0035963","","","UBERON_0000065 UBERON_0002048","epithelial lining fluid","tissue_type"
"getNextPvId()","","UBERON_0002339","","","UBERON_0000065 UBERON_0002048","epithelium of lobar bronchus","tissue_type"
"getNextPvId()","","UBERON_0002341","","","UBERON_0000065 UBERON_0002048","epithelium of segmental bronchus","tissue_type"
"getNextPvId()","","UBERON_0013479","","","UBERON_0000065 UBERON_0002048","lung endothelium","tissue_type"
"getNextPvId()","","UBERON_0001901","","","UBERON_0000065","epithelium of trachea","tissue_type"
"getNextPvId()","","UBERON_0003279","","","UBERON_0000065","endothelium of trachea","tissue_type"
"getNextPvId()","","UBERON_0009653","","","UBERON_0000065","trachea basement membrane","tissue_type"
"getNextPvId()","","UBERON_0003493","","","UBERON_0000065","trachea reticular lamina","tissue_type"
"getNextPvId()","","UBERON_0002031","","","UBERON_0000065","epithelium of bronchus","tissue_type"
"getNextPvId()","","UBERON_0002340","","","UBERON_0000065","epithelium of main bronchus","tissue_type"
"getNextPvId()","","UBERON_0003280","","","UBERON_0000065","endothelium of main bronchus","tissue_type"
"getNextPvId()","","UBERON_0004818","","","UBERON_0000065","terminal bronchus epithelium","tissue_type"
"getNextPvId()","","UBERON_0009652","","","UBERON_0000065","bronchus basement membrane","tissue_type"
"getNextPvId()","","UBERON_0003492","","","UBERON_0000065","bronchus reticular lamina","tissue_type"
"getNextPvId()","","UBERON_0004816","","","UBERON_0000065","larynx epithelium","tissue_type"
"getNextPvId()","","UBERON_0010498","","","","pseudostratified columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0010501","","","","pseudostratified smooth columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0000484","","","","simple cuboidal epithelium","tissue_type"
"getNextPvId()","","UBERON_0001304","","","UBERON_0000991","germinal epithelium of ovary","tissue_type"
"getNextPvId()","","UBERON_0001803","","","UBERON_0000970","epithelium of lens","tissue_type"
"getNextPvId()","","UBERON_0005614","","","UBERON_0000970","lens anterior epithelium","tissue_type"
"getNextPvId()","","UBERON_0012363","","","UBERON_0002046","thyroid follicle epithelium","tissue_type"
"getNextPvId()","","UBERON_0014388","","","UBERON_0002113","kidney collecting duct epithelium","tissue_type"
"getNextPvId()","","UBERON_0000487","","","","simple squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0001986","","","","endothelium","tissue_type"
"getNextPvId()","","UBERON_0000201","","","UBERON_0000955","endothelial blood brain barrier","tissue_type"
"getNextPvId()","","UBERON_0000437","","","","arachnoid barrier layer","tissue_type"
"getNextPvId()","","UBERON_0001985","","","UBERON_0000970","corneal endothelium","tissue_type"
"getNextPvId()","","UBERON_0003915","","","","endothelial tube","tissue_type"
"getNextPvId()","","UBERON_0001917","","","","endothelium of artery","tissue_type"
"getNextPvId()","","UBERON_0019189","","","","carotid artery endothelium","tissue_type"
"getNextPvId()","","UBERON_0004848","","","UBERON_0000065","respiratory system arterial endothelium","tissue_type"
"getNextPvId()","","UBERON_0005317","","","","pulmonary artery endothelium","tissue_type"
"getNextPvId()","","UBERON_0007778","","","","umbilical artery endothelium","tissue_type"
"getNextPvId()","","UBERON_0019196","","","","iliac artery endothelium","tissue_type"
"getNextPvId()","","UBERON_0004850","","","UBERON_0005057","lymph node endothelium","tissue_type"
"getNextPvId()","","UBERON_0004852","","","UBERON_0000948","cardiovascular system endothelium","tissue_type"
"getNextPvId()","","UBERON_0004638","","","","blood vessel endothelium","tissue_type"
"getNextPvId()","","UBERON_2005259","","","","continuous capillary","tissue_type"
"getNextPvId()","","UBERON_2005260","","","","fenestrated capillary","tissue_type"
"getNextPvId()","","UBERON_0003909","","","","sinusoid","tissue_type"
"getNextPvId()","","UBERON_0001281","","","UBERON_0002107","hepatic sinusoid","tissue_type"
"getNextPvId()","","UBERON_0003910","","","UBERON_0005057","splenic sinusoid","tissue_type"
"getNextPvId()","","UBERON_0001915","","","","endothelium of capillary","tissue_type"
"getNextPvId()","","UBERON_0003489","","","UBERON_0000065","respiratory system capillary endothelium","tissue_type"
"getNextPvId()","","UBERON_0004294","","","UBERON_0002113","glomerular capillary endothelium","tissue_type"
"getNextPvId()","","UBERON_0012441","","","UBERON_0002113","endothelium of peritubular capillary","tissue_type"
"getNextPvId()","","UBERON_0001916","","","","endothelium of arteriole","tissue_type"
"getNextPvId()","","UBERON_0001918","","","","endothelium of venule","tissue_type"
"getNextPvId()","","UBERON_0001919","","","","endothelium of vein","tissue_type"
"getNextPvId()","","UBERON_0004698","","","","vena cava endothelium","tissue_type"
"getNextPvId()","","UBERON_0004849","","","UBERON_0000065","respiratory system venous endothelium","tissue_type"
"getNextPvId()","","UBERON_0007777","","","","umbilical vein endothelium","tissue_type"
"getNextPvId()","","UBERON_0004702","","","UBERON_0000065","respiratory system blood vessel endothelium","tissue_type"
"getNextPvId()","","UBERON_0004851","","","","aorta endothelium","tissue_type"
"getNextPvId()","","UBERON_0002042","","","","lymphatic vessel endothelium","tissue_type"
"getNextPvId()","","UBERON_0003529","","","UBERON_0000065","respiratory system lymphatic vessel endothelium","tissue_type"
"getNextPvId()","","UBERON_0004189","","","UBERON_0002113","glomerular endothelium","tissue_type"
"getNextPvId()","","UBERON_0005136","","","UBERON_0002113","metanephric glomerular endothelium","tissue_type"
"getNextPvId()","","UBERON_0004700","","","","arterial system endothelium","tissue_type"
"getNextPvId()","","UBERON_0004701","","","","venous system endothelium","tissue_type"
"getNextPvId()","","UBERON_0008307","","","UBERON_0000948","heart endothelium","tissue_type"
"getNextPvId()","","UBERON_0005316","","","UBERON_0000948","endocardial endothelium","tissue_type"
"getNextPvId()","","UBERON_0004699","","","UBERON_0000948","outflow tract endothelium","tissue_type"
"getNextPvId()","","UBERON_0010294","","","UBERON_0000970","scleral endothelium","tissue_type"
"getNextPvId()","","UBERON_0013694","","","UBERON_0000955","brain endothelium","tissue_type"
"getNextPvId()","","UBERON_0001136","","","","mesothelium","tissue_type"
"getNextPvId()","","UBERON_0003274","","","","mesothelium of omental bursa","tissue_type"
"getNextPvId()","","UBERON_0003388","","","UBERON_0000948","mesothelium of pericardial cavity","tissue_type"
"getNextPvId()","","UBERON_0007186","","","UBERON_0000948","pericardial visceral mesothelium","tissue_type"
"getNextPvId()","","UBERON_0007187","","","UBERON_0000948","pericardial parietal mesothelium","tissue_type"
"getNextPvId()","","UBERON_0007188","","","","mesothelium of serous pericardium","tissue_type"
"getNextPvId()","","UBERON_0015128","","","UBERON_0000948","subepicardial layer of epicardium","tissue_type"
"getNextPvId()","","UBERON_0015129","","","UBERON_0000948","epicardial fat","tissue_type"
"getNextPvId()","","UBERON_0003389","","","","mesothelium of diaphragm","tissue_type"
"getNextPvId()","","UBERON_0003390","","","","mesothelium of pleural cavity","tissue_type"
"getNextPvId()","","UBERON_0004813","","","UBERON_0000991","seminiferous tubule epithelium","tissue_type"
"getNextPvId()","","UBERON_0005669","","","","peritoneal cavity mesothelium","tissue_type"
"getNextPvId()","","UBERON_0005670","","","","greater omentum mesothelium","tissue_type"
"getNextPvId()","","UBERON_0005671","","","","greater sac mesothelium","tissue_type"
"getNextPvId()","","UBERON_0007140","","","","parietal mesothelium","tissue_type"
"getNextPvId()","","UBERON_0007141","","","","visceral mesothelium","tissue_type"
"getNextPvId()","","UBERON_0003055","","","","periderm","tissue_type"
"getNextPvId()","","UBERON_0002027","","","","stratum corneum of epidermis","tissue_type"
"getNextPvId()","","UBERON_0002284","","","UBERON_0002097","hyponychium","tissue_type"
"getNextPvId()","","UBERON_0001081","","","UBERON_0000948","endocardium of ventricle","tissue_type"
"getNextPvId()","","UBERON_0005750","","","UBERON_0002113","glomerular parietal epithelium","tissue_type"
"getNextPvId()","","UBERON_0011592","","","","future upper lip","tissue_type"
"getNextPvId()","","UBERON_0011596","","","","future lower lip","tissue_type"
"getNextPvId()","","UBERON_0006267","","","UBERON_0000922","notochordal plate","tissue_type"
"getNextPvId()","","UBERON_0007383","","","UBERON_0000922","enveloping layer of ectoderm","tissue_type"
"getNextPvId()","","UBERON_0003071","","","UBERON_0000922 UBERON_0000970","eye primordium","tissue_type"
"getNextPvId()","","UBERON_0003230","","","","epithelium of carpal region","tissue_type"
"getNextPvId()","","UBERON_0003248","","","UBERON_0000922","epithelium of footplate","tissue_type"
"getNextPvId()","","UBERON_0003259","","","","endoderm of midgut","tissue_type"
"getNextPvId()","","UBERON_0003260","","","","endoderm of hindgut","tissue_type"
"getNextPvId()","","UBERON_0003367","","","","epithelium of vomeronasal organ","tissue_type"
"getNextPvId()","","UBERON_0009497","","","","epithelium of foregut-midgut junction","tissue_type"
"getNextPvId()","","UBERON_0004912","","","UBERON_0002110","biliary bud","tissue_type"
"getNextPvId()","","UBERON_0006242","","","UBERON_0000922 UBERON_0002110","gall bladder primordium","tissue_type"
"getNextPvId()","","UBERON_0008835","","","UBERON_0000922 UBERON_0002107","hepatic diverticulum","tissue_type"
"getNextPvId()","","UBERON_0008836","","","UBERON_0002107","liver bud","tissue_type"
"getNextPvId()","","UBERON_0004008","","","UBERON_0000922 UBERON_0000955","cerebellar plate","tissue_type"
"getNextPvId()","","UBERON_0005226","","","","pedal digit epithelium","tissue_type"
"getNextPvId()","","UBERON_0005649","","","","pedal digit 2 epithelium","tissue_type"
"getNextPvId()","","UBERON_0005650","","","","pedal digit 3 epithelium","tissue_type"
"getNextPvId()","","UBERON_0005651","","","","pedal digit 4 epithelium","tissue_type"
"getNextPvId()","","UBERON_0005652","","","","pedal digit 5 epithelium","tissue_type"
"getNextPvId()","","UBERON_0010693","","","","pedal digit 1 epithelium","tissue_type"
"getNextPvId()","","UBERON_0010332","","","UBERON_0000922","epithelium of handplate","tissue_type"
"getNextPvId()","","UBERON_0005227","","","","manual digit epithelium","tissue_type"
"getNextPvId()","","UBERON_0005645","","","","manual digit 2 epithelium","tissue_type"
"getNextPvId()","","UBERON_0005646","","","","manual digit 3 epithelium","tissue_type"
"getNextPvId()","","UBERON_0005647","","","","manual digit 4 epithelium","tissue_type"
"getNextPvId()","","UBERON_0005648","","","","manual digit 5 epithelium","tissue_type"
"getNextPvId()","","UBERON_0010690","","","","manual digit 1 epithelium","tissue_type"
"getNextPvId()","","UBERON_0011642","","","","oral epithelium from ectoderm","tissue_type"
"getNextPvId()","","UBERON_0012287","","","","Rathkes pouch epithelium","tissue_type"
"getNextPvId()","","UBERON_0012312","","","UBERON_0000922","maxillary process ectoderm","tissue_type"
"getNextPvId()","","UBERON_0009521","","","","anal membrane endodermal component","tissue_type"
"getNextPvId()","","UBERON_0009846","","","UBERON_0000922","embryonic cloacal epithelium","tissue_type"
"getNextPvId()","","UBERON_0004902","","","UBERON_0000922 UBERON_0000057 UBERON_0001255","urogenital sinus epithelium","tissue_type"
"getNextPvId()","","UBERON_0003820","","","UBERON_0000922 UBERON_0000057 UBERON_0001255","prostate bud","tissue_type"
"getNextPvId()","","UBERON_0009847","","","UBERON_0000922 UBERON_0000057 UBERON_0001255","prostate field","tissue_type"
"getNextPvId()","","UBERON_0009522","","","UBERON_0000922","lateral lingual swelling epithelium","tissue_type"
"getNextPvId()","","UBERON_0014702","","","UBERON_0000922","frontonasal process epithelium","tissue_type"
"getNextPvId()","","UBERON_0005233","","","UBERON_0000922","medial-nasal process ectoderm","tissue_type"
"getNextPvId()","","UBERON_0014703","","","","anal membrane ectodermal component","tissue_type"
"getNextPvId()","","UBERON_0014705","","","UBERON_0000922","median lingual swelling epithelium","tissue_type"
"getNextPvId()","","UBERON_0012424","","","","brush border layer","tissue_type"
"getNextPvId()","","UBERON_0012427","","","","intestinal brush border layer","tissue_type"
"getNextPvId()","","UBERON_0012428","","","UBERON_0002113","proximal convoluted tubule brush border","tissue_type"
"getNextPvId()","","UBERON_0003914","","","","epithelial tube","tissue_type"
"getNextPvId()","","UBERON_0001765","","","","mammary duct","tissue_type"
"getNextPvId()","","UBERON_0022360","","","","male mammary gland duct","tissue_type"
"getNextPvId()","","UBERON_0011844","","","UBERON_0002097","duct of areolar gland","tissue_type"
"getNextPvId()","","UBERON_0015132","","","","extralobar lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0015133","","","","terminal lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0015134","","","","main lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0015135","","","","primary lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0015136","","","","secondary lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0015137","","","","tertiary lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0015138","","","","quarternary lactiferous duct","tissue_type"
"getNextPvId()","","UBERON_0004182","","","","mammary gland cord","tissue_type"
"getNextPvId()","","UBERON_0007499","","","","epithelial sac","tissue_type"
"getNextPvId()","","UBERON_0034953","","","UBERON_0000922","embryonic lymph sac","tissue_type"
"getNextPvId()","","UBERON_0011765","","","UBERON_0000922","jugular lymph sac","tissue_type"
"getNextPvId()","","UBERON_0000084","","","UBERON_0002113","ureteric bud","tissue_type"
"getNextPvId()","","UBERON_0005081","","","UBERON_0002113","ureter ureteric bud","tissue_type"
"getNextPvId()","","UBERON_0005080","","","UBERON_0002113","metanephric ureteric bud","tissue_type"
"getNextPvId()","","UBERON_0001040","","","","yolk sac","tissue_type"
"getNextPvId()","","UBERON_0008852","","","","visceral yolk sac","tissue_type"
"getNextPvId()","","UBERON_0009743","","","","visceral yolk sac cavity","tissue_type"
"getNextPvId()","","UBERON_0035676","","","","secondary yolk sac cavity","tissue_type"
"getNextPvId()","","UBERON_0008853","","","","parietal yolk sac","tissue_type"
"getNextPvId()","","UBERON_0035677","","","","primary yolk sac cavity","tissue_type"
"getNextPvId()","","UBERON_0003257","","","","yolk sac endoderm","tissue_type"
"getNextPvId()","","UBERON_0003316","","","","mesenchyme of yolk sac","tissue_type"
