"IDENTIFIER","CONCEPT_CODE","DEFINITION","value","PUBLIC_ID"
"getNextPvId","","","palpebral conjunctiva","organ_part"
"getNextPvId","","","tarsal gland","organ_part"
"getNextPvId","","","mucosa of larynx","organ_part"
"getNextPvId","","","nasal cavity mucosa","organ_part"
"getNextPvId","","","duct of salivary gland","organ_part"
"getNextPvId","","","sublingual duct","organ_part"
"getNextPvId","","","auricular cartilage","organ_part"
"getNextPvId","","","cortex","organ_part"
"getNextPvId","","","vestibular labyrinth","organ_part"
"getNextPvId","","","skin of chest","organ_part"
"getNextPvId","","","rhombomere","organ_part"
"getNextPvId","","","metencephalon","organ_part"
"getNextPvId","","","medulla oblongata","organ_part"
"getNextPvId","","","lobule of mammary gland","organ_part"
"getNextPvId","","","retrochiasmatic area","organ_part"
"getNextPvId","","","presubiculum","organ_part"
"getNextPvId","","","submucosa of bronchus","organ_part"
"getNextPvId","","","white pulp of spleen","organ_part"
"getNextPvId","","","substantia nigra pars compacta","organ_part"
"getNextPvId","","","substantia nigra pars reticulata","organ_part"
"getNextPvId","","","submucosa of esophagus","organ_part"
"getNextPvId","","","lamina propria of esophagus","organ_part"
"getNextPvId","","","parenchyma of pancreas","organ_part"
"getNextPvId","","","papillary layer of dermis","organ_part"
"getNextPvId","","","reticular layer of dermis","organ_part"
"getNextPvId","","","cortex of lymph node","organ_part"
"getNextPvId","","","stratum basale of epidermis","organ_part"
"getNextPvId","","","stratum spinosum of epidermis","organ_part"
"getNextPvId","","","stratum corneum of epidermis","organ_part"
"getNextPvId","","","adrenal gland capsule","organ_part"
"getNextPvId","","","zona glomerulosa of adrenal gland","organ_part"
"getNextPvId","","","zona fasciculata of adrenal gland","organ_part"
"getNextPvId","","","zona reticularis of adrenal gland","organ_part"
"getNextPvId","","","sinus venosus","organ_part"
"getNextPvId","","","stratum granulosum of epidermis","organ_part"
"getNextPvId","","","stratum lucidum of epidermis","organ_part"
"getNextPvId","","","hypodermis","organ_part"
"getNextPvId","","","hair follicle","organ_part"
"getNextPvId","","","hair shaft","organ_part"
"getNextPvId","","","cortex of hair","organ_part"
"getNextPvId","","","cardiac atrium","organ_part"
"getNextPvId","","","cardiac ventricle","organ_part"
"getNextPvId","","","sinoatrial valve","organ_part"
"getNextPvId","","","capsule of thymus","organ_part"
"getNextPvId","","","cortex of thymus","organ_part"
"getNextPvId","","","thymus lobule","organ_part"
"getNextPvId","","","atrioventricular valve","organ_part"
"getNextPvId","","","endocardium of atrium","organ_part"
"getNextPvId","","","alveolar atrium","organ_part"
"getNextPvId","","","outer cortex of kidney","organ_part"
"getNextPvId","","","capsule of lymph node","organ_part"
"getNextPvId","","","trabecula of lymph node","organ_part"
"getNextPvId","","","adenohypophysis","organ_part"
"getNextPvId","","","submucosa of trachea","organ_part"
"getNextPvId","","","mammillary body","organ_part"
"getNextPvId","","","head of rib","organ_part"
"getNextPvId","","","body of rib","organ_part"
"getNextPvId","","","uterine horn","organ_part"
"getNextPvId","","","corpora quadrigemina","organ_part"
"getNextPvId","","","pupillary membrane","organ_part"
"getNextPvId","","","periventricular zone of hypothalamus","organ_part"
"getNextPvId","","","medial zone of hypothalamus","organ_part"
"getNextPvId","","","lateral zone of hypothalamus","organ_part"
"getNextPvId","","","lamina of spiral limbus","organ_part"
"getNextPvId","","","stria vascularis of cochlear duct","organ_part"
"getNextPvId","","","hyponychium","organ_part"
"getNextPvId","","","midbrain cerebral aqueduct","organ_part"
"getNextPvId","","","alveolus of lung","organ_part"
"getNextPvId","","","myocardium of atrium","organ_part"
"getNextPvId","","","glomerular mesangium","organ_part"
"getNextPvId","","","extraglomerular mesangium","organ_part"
"getNextPvId","","","lamina propria of urethra","organ_part"
"getNextPvId","","","submandibular duct","organ_part"
"getNextPvId","","","endometrial stroma","organ_part"
"getNextPvId","","","lamina propria of bronchus","organ_part"
"getNextPvId","","","descending thoracic aorta","organ_part"
"getNextPvId","","","nasolacrimal duct","organ_part"
"getNextPvId","","","lesser omentum","organ_part"
"getNextPvId","","","parietal pleura","organ_part"
"getNextPvId","","","visceral pleura","organ_part"
"getNextPvId","","","parietal serous pericardium","organ_part"
"getNextPvId","","","skin gland","organ_part"
"getNextPvId","","","fourth ventricle","organ_part"
"getNextPvId","","","visceral serous pericardium","organ_part"
"getNextPvId","","","arm skin","organ_part"
"getNextPvId","","","pars intermedia of adenohypophysis","organ_part"
"getNextPvId","","","pars tuberalis of adenohypophysis","organ_part"
"getNextPvId","","","lens fiber","organ_part"
"getNextPvId","","","fungiform papilla","organ_part"
"getNextPvId","","","filiform papilla","organ_part"
"getNextPvId","","","foliate papilla","organ_part"
"getNextPvId","","","esophagus mucosa","organ_part"
"getNextPvId","","","prostate duct","organ_part"
"getNextPvId","","","papillary muscle of heart","organ_part"
"getNextPvId","","","stapes base","organ_part"
"getNextPvId","","","cochlear labyrinth","organ_part"
"getNextPvId","","","greater trochanter","organ_part"
"getNextPvId","","","lesser trochanter","organ_part"
"getNextPvId","","","trabecula carnea","organ_part"
"getNextPvId","","","periosteum","organ_part"
"getNextPvId","","","tunica media","organ_part"
"getNextPvId","","","tunica intima","organ_part"
"getNextPvId","","","pharyngeal arch","organ_part"
"getNextPvId","","","limbic lobe","organ_part"
"getNextPvId","","","fasciolar gyrus","organ_part"
"getNextPvId","","","triangular part of inferior frontal gyrus","organ_part"
"getNextPvId","","","anterior horn of lateral ventricle","organ_part"
"getNextPvId","","","body of lateral ventricle","organ_part"
"getNextPvId","","","entorhinal cortex","organ_part"
"getNextPvId","","","isthmus of cingulate gyrus","organ_part"
"getNextPvId","","","apex of cochlea","organ_part"
"getNextPvId","","","macula lutea proper","organ_part"
"getNextPvId","","","superior part of vestibular ganglion","organ_part"
"getNextPvId","","","inferior part of vestibular ganglion","organ_part"
"getNextPvId","","","opercular part of inferior frontal gyrus","organ_part"
"getNextPvId","","","pontine tegmentum","organ_part"
"getNextPvId","","","pronephric duct","organ_part"
"getNextPvId","","","primitive knot","organ_part"
"getNextPvId","","","pharyngeal arch 2","organ_part"
"getNextPvId","","","pharyngeal arch 3","organ_part"
"getNextPvId","","","pharyngeal arch 4","organ_part"
"getNextPvId","","","pharyngeal arch 5","organ_part"
"getNextPvId","","","pharyngeal arch 6","organ_part"
"getNextPvId","","","chorion","organ_part"
"getNextPvId","","","mammary gland alveolus","organ_part"
"getNextPvId","","","alveolus","organ_part"
"getNextPvId","","","neck of rib","organ_part"
"getNextPvId","","","foregut region of duodenum","organ_part"
"getNextPvId","","","midgut region of duodenum","organ_part"
"getNextPvId","","","submucosa of anal canal","organ_part"
"getNextPvId","","","submucosa of rectum","organ_part"
"getNextPvId","","","submucosa of colon","organ_part"
"getNextPvId","","","submucosa of duodenum","organ_part"
"getNextPvId","","","submucosa of jejunum","organ_part"
"getNextPvId","","","mucosa of anal canal","organ_part"
"getNextPvId","","","mucosa of oral region","organ_part"
"getNextPvId","","","mucosa of rectum","organ_part"
"getNextPvId","","","skin of forearm","organ_part"
"getNextPvId","","","eye sebaceous gland","organ_part"
"getNextPvId","","","vagina sebaceous gland","organ_part"
"getNextPvId","","","skin sebaceous gland","organ_part"
"getNextPvId","","","pedal digit skin","organ_part"
"getNextPvId","","","forelimb skin","organ_part"
"getNextPvId","","","hindlimb skin","organ_part"
"getNextPvId","","","manual digit skin","organ_part"
"getNextPvId","","","tail skin","organ_part"
"getNextPvId","","","eye skin gland","organ_part"
"getNextPvId","","","aorta tunica media","organ_part"
"getNextPvId","","","aorta tunica intima","organ_part"
"getNextPvId","","","tooth crown","organ_part"
"getNextPvId","","","tooth root","organ_part"
"getNextPvId","","","omentum","organ_part"
"getNextPvId","","","sella turcica","organ_part"
"getNextPvId","","","abdominal wall","organ_part"
"getNextPvId","","","sinus of Valsalva","organ_part"
"getNextPvId","","","mouth mucosa","organ_part"
"getNextPvId","","","abdominal segment skin","organ_part"
"getNextPvId","","","stroma","organ_part"
"getNextPvId","","","capsule","organ_part"
"getNextPvId","","","bursa of Fabricius","organ_part"
"getNextPvId","","","bursal plica","organ_part"
"getNextPvId","","","bursal follicle","organ_part"
"getNextPvId","","","digestive system duct","organ_part"
"getNextPvId","","","atrioventricular canal endocardium","organ_part"
"getNextPvId","","","ocular fundus","organ_part"
"getNextPvId","","","molar crown","organ_part"
"getNextPvId","","","long bone epiphyseal ossification zone","organ_part"
"getNextPvId","","","nasal concha of ethmoid bone","organ_part"
"getNextPvId","","","upper part of vagina","organ_part"
"getNextPvId","","","valve","organ_part"
"getNextPvId","","","utricle valve","organ_part"
"getNextPvId","","","primordial ovarian follicle","organ_part"
"getNextPvId","","","mature ovarian follicle","organ_part"
"getNextPvId","","","conus arteriosus","organ_part"
"getNextPvId","","","uterine tube infundibulum","organ_part"
"getNextPvId","","","major sublingual duct","organ_part"
"getNextPvId","","","minor sublingual duct","organ_part"
"getNextPvId","","","hyoid bone greater horn","organ_part"
"getNextPvId","","","hyoid bone lesser horn","organ_part"
"getNextPvId","","","hyoid bone body","organ_part"
"getNextPvId","","","tailgut","organ_part"
"getNextPvId","","","genital labium","organ_part"
"getNextPvId","","","tibial plateaux","organ_part"
"getNextPvId","","","alveolar ridge","organ_part"
"getNextPvId","","","myocardial layer","organ_part"
"getNextPvId","","","myocardium trabecular layer","organ_part"
"getNextPvId","","","myocardial compact layer","organ_part"
"getNextPvId","","","trabecular layer of ventricle","organ_part"
"getNextPvId","","","compact layer of ventricle","organ_part"
"getNextPvId","","","ventriculo bulbo valve","organ_part"
"getNextPvId","","","coronary sinus valve","organ_part"
"getNextPvId","","","cardiac chamber","organ_part"
"getNextPvId","","","bulbus arteriosus","organ_part"
"getNextPvId","","","prostate gland stroma","organ_part"
"getNextPvId","","","endodermal part of digestive tract","organ_part"
"getNextPvId","","","long nephron","organ_part"
"getNextPvId","","","short nephron","organ_part"
"getNextPvId","","","kidney pyramid","organ_part"
"getNextPvId","","","cortical collecting duct","organ_part"
"getNextPvId","","","muscular coat of vas deferens","organ_part"
"getNextPvId","","","upper leg skin","organ_part"
"getNextPvId","","","upper arm skin","organ_part"
"getNextPvId","","","lower leg skin","organ_part"
"getNextPvId","","","outflow tract myocardium","organ_part"
"getNextPvId","","","allantois","organ_part"
"getNextPvId","","","caput epididymis","organ_part"
"getNextPvId","","","corpus epididymis","organ_part"
"getNextPvId","","","cauda epididymis","organ_part"
"getNextPvId","","","pharyngeal arch 1","organ_part"
"getNextPvId","","","Reichert's membrane","organ_part"
"getNextPvId","","","distal metaphysis","organ_part"
"getNextPvId","","","proximal metaphysis","organ_part"
"getNextPvId","","","distal epiphysis","organ_part"
"getNextPvId","","","proximal epiphysis","organ_part"
"getNextPvId","","","epiphysis of humerus","organ_part"
"getNextPvId","","","epiphysis of tibia","organ_part"
"getNextPvId","","","epiphysis of femur","organ_part"
"getNextPvId","","","epiphysis of radius","organ_part"
"getNextPvId","","","epiphysis of ulna","organ_part"
"getNextPvId","","","epiphysis of phalanx of manus","organ_part"
"getNextPvId","","","epiphysis of fibula","organ_part"
"getNextPvId","","","epiphysis of metatarsal bone","organ_part"
"getNextPvId","","","epiphysis of metacarpal bone","organ_part"
"getNextPvId","","","epiphysis of first metacarpal bone","organ_part"
"getNextPvId","","","epiphysis of second metacarpal bone","organ_part"
"getNextPvId","","","epiphysis of third metacarpal bone","organ_part"
"getNextPvId","","","epiphysis of fourth metacarpal bone","organ_part"
"getNextPvId","","","epiphysis of first metatarsal bone","organ_part"
"getNextPvId","","","epiphysis of second metatarsal bone","organ_part"
"getNextPvId","","","epiphysis of third metatarsal bone","organ_part"
"getNextPvId","","","epiphysis of fourth metatarsal bone","organ_part"
"getNextPvId","","","epiphysis of fifth metatarsal bone","organ_part"
"getNextPvId","","","periosteum of epiphysis","organ_part"
"getNextPvId","","","distal epiphysis of humerus","organ_part"
