IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,value,PUBLIC_ID
"getNextPvId()","","UBERON_0002921","","","UBERON_0000955","longitudinal fissure","organ_type"
"getNextPvId()","","UBERON_0002896","","","UBERON_0000955","telodiencephalic fissure","organ_type"
"getNextPvId()","","UBERON_0000454","","UBERON_0000064","UBERON_0000955","cerebral subcortex","organ_type"
"getNextPvId()","","UBERON_0010011","","UBERON_0000064","UBERON_0000955","collection of basal ganglia","organ_type"
"getNextPvId()","","UBERON_0002420","","UBERON_0000064","UBERON_0000955","basal ganglion","organ_type"
"getNextPvId()","","UBERON_0001876","","UBERON_0000064","UBERON_0000955","amygdala","organ_type"
"getNextPvId()","","UBERON_0002729","","UBERON_0000064","UBERON_0000955","claustral amygdaloid area","organ_type"
"getNextPvId()","","UBERON_0002883","","UBERON_0000064","UBERON_0000955","central amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0002884","","UBERON_0000064","UBERON_0000955","intercalated amygdaloid nuclei","organ_type"
"getNextPvId()","","UBERON_0006107","","UBERON_0000064","UBERON_0000955","basolateral amygdaloid nuclear complex","organ_type"
"getNextPvId()","","UBERON_0002885","","UBERON_0000064","UBERON_0000955","accessory basal amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0002886","","UBERON_0000064","UBERON_0000955","lateral amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0002887","","UBERON_0000064","UBERON_0000955","basal amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0002888","","UBERON_0000064","UBERON_0000955","lateral part of basal amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0002889","","UBERON_0000064","UBERON_0000955","medial part of basal amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0006108","","UBERON_0000064","UBERON_0000955","corticomedial nuclear complex","organ_type"
"getNextPvId()","","UBERON_0002890","","UBERON_0000064","UBERON_0000955","anterior amygdaloid area","organ_type"
"getNextPvId()","","UBERON_0002891","","UBERON_0000064","UBERON_0000955","cortical amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0002892","","UBERON_0000064","UBERON_0000955","medial amygdaloid nucleus","organ_type"
"getNextPvId()","","UBERON_0034673","","UBERON_0000064","UBERON_0000955","amygdalohippocampal area","organ_type"
"getNextPvId()","","UBERON_0034989","","UBERON_0000064","UBERON_0000955","amygdalopiriform transition area","organ_type"
"getNextPvId()","","UBERON_0002023","","UBERON_0000064","UBERON_0000955","claustrum of brain","organ_type"
"getNextPvId()","","UBERON_0000369","","UBERON_0000064","UBERON_0000955","corpus striatum","organ_type"
"getNextPvId()","","UBERON_0002435","","UBERON_0000064","UBERON_0000955","striatum","organ_type"
"getNextPvId()","","UBERON_0005382","","UBERON_0000064","UBERON_0000955","dorsal striatum","organ_type"
"getNextPvId()","","UBERON_0005383","","UBERON_0000064","UBERON_0000955","caudate-putamen","organ_type"
"getNextPvId()","","UBERON_0001873","","UBERON_0000064","UBERON_0000955","caudate nucleus","organ_type"
"getNextPvId()","","UBERON_0002626","","UBERON_0000064","UBERON_0000955","head of caudate nucleus","organ_type"
"getNextPvId()","","UBERON_0002628","","UBERON_0000064","UBERON_0000955","tail of caudate nucleus","organ_type"
"getNextPvId()","","UBERON_0002630","","UBERON_0000064","UBERON_0000955","body of caudate nucleus","organ_type"
"getNextPvId()","","UBERON_0001874","","UBERON_0000064","UBERON_0000955","putamen","organ_type"
"getNextPvId()","","UBERON_0005403","","UBERON_0000064","UBERON_0000955","ventral striatum","organ_type"
"getNextPvId()","","UBERON_0001882","","UBERON_0000064","UBERON_0000955","nucleus accumbens","organ_type"
"getNextPvId()","","UBERON_0012170","","UBERON_0000064","UBERON_0000955","core of nucleus accumbens","organ_type"
"getNextPvId()","","UBERON_0012171","","UBERON_0000064","UBERON_0000955","shell of nucleus accumbens","organ_type"
"getNextPvId()","","UBERON_0002263","","UBERON_0000064","UBERON_0000955","lentiform nucleus","organ_type"
"getNextPvId()","","UBERON_0007628","","UBERON_0000064","UBERON_0000955","lateral septal complex","organ_type"
"getNextPvId()","","UBERON_0002667","","UBERON_0000064","UBERON_0000955","lateral septal nucleus","organ_type"
"getNextPvId()","","UBERON_0002038","","UBERON_0000064","UBERON_0000955","substantia nigra","organ_type"
"getNextPvId()","","UBERON_0001965","","UBERON_0000064","UBERON_0000955","substantia nigra pars compacta","organ_type"
"getNextPvId()","","UBERON_0001966","","UBERON_0000064","UBERON_0000955","substantia nigra pars reticulata","organ_type"
"getNextPvId()","","UBERON_0002995","","UBERON_0000064","UBERON_0000955","substantia nigra pars lateralis","organ_type"
"getNextPvId()","","UBERON_0006514","","UBERON_0000064","UBERON_0000955","pallidum","organ_type"
"getNextPvId()","","UBERON_0002778","","UBERON_0000064","UBERON_0000955","ventral pallidum","organ_type"
"getNextPvId()","","UBERON_0003017","","UBERON_0000064","UBERON_0000955","substantia innominata","organ_type"
"getNextPvId()","","UBERON_0010010","","UBERON_0000064","UBERON_0000955","basal nucleus of telencephalon","organ_type"
"getNextPvId()","","UBERON_0006516","","UBERON_0000064","UBERON_0000955","dorsal pallidum","organ_type"
"getNextPvId()","","UBERON_0001875","","UBERON_0000064","UBERON_0000955","globus pallidus","organ_type"
"getNextPvId()","","UBERON_0002476","","UBERON_0000064","UBERON_0000955","lateral globus pallidus","organ_type"
"getNextPvId()","","UBERON_0002477","","UBERON_0000064","UBERON_0000955","medial globus pallidus","organ_type"
"getNextPvId()","","UBERON_0002763","","UBERON_0000064","UBERON_0000955","accessory medullary lamina of globus pallidus","organ_type"
"getNextPvId()","","UBERON_0002727","","UBERON_0000064","UBERON_0000955","medial medullary lamina of globus pallidus","organ_type"
"getNextPvId()","","UBERON_0002765","","UBERON_0000064","UBERON_0000955","lateral medullary lamina of globus pallidus","organ_type"
"getNextPvId()","","UBERON_0002037","","UBERON_0000064","UBERON_0000955","cerebellum","organ_type"
"getNextPvId()","","UBERON_0002129","","UBERON_0000064","UBERON_0000955","cerebellar cortex","organ_type"
"getNextPvId()","","UBERON_0002245","","UBERON_0000064","UBERON_0000955","cerebellar hemisphere","organ_type"
"getNextPvId()","","UBERON_0004003","","UBERON_0000064","UBERON_0000955","cerebellum hemisphere lobule","organ_type"
"getNextPvId()","","UBERON_0023998","","UBERON_0000064","UBERON_0000955","cerebellum hemispheric lobule II","organ_type"
"getNextPvId()","","UBERON_0023999","","UBERON_0000064","UBERON_0000955","cerebellum hemispheric lobule III","organ_type"
"getNextPvId()","","UBERON_0024000","","UBERON_0000064","UBERON_0000955","cerebellum hemispheric lobule IV","organ_type"
"getNextPvId()","","UBERON_0024001","","UBERON_0000064","UBERON_0000955","cerebellum hemispheric lobule V","organ_type"
"getNextPvId()","","UBERON_0036063","","UBERON_0000064","UBERON_0000955","quadrangular lobule","organ_type"
"getNextPvId()","","UBERON_0003013","","UBERON_0000064","UBERON_0000955","alar central lobule","organ_type"
"getNextPvId()","","UBERON_0003015","","UBERON_0000064","UBERON_0000955","anterior quadrangular lobule","organ_type"
"getNextPvId()","","UBERON_0005350","","UBERON_0000064","UBERON_0000955","lobule simplex","organ_type"
"getNextPvId()","","UBERON_0005348","","UBERON_0000064","UBERON_0000955","ansiform lobule","organ_type"
"getNextPvId()","","UBERON_0005976","","UBERON_0000064","UBERON_0000955","ansiform lobule crus I","organ_type"
"getNextPvId()","","UBERON_0005977","","UBERON_0000064","UBERON_0000955","ansiform lobule crus II","organ_type"
"getNextPvId()","","UBERON_0005351","","UBERON_0000064","UBERON_0000955","paraflocculus","organ_type"
"getNextPvId()","","UBERON_0006121","","UBERON_0000064","UBERON_0000955","hemispheric lobule VIII","organ_type"
"getNextPvId()","","UBERON_0014647","","UBERON_0000064","UBERON_0000955","hemisphere part of cerebellar anterior lobe","organ_type"
"getNextPvId()","","UBERON_0014648","","UBERON_0000064","UBERON_0000955","hemisphere part of cerebellar posterior lobe","organ_type"
"getNextPvId()","","UBERON_0027331","","UBERON_0000064","UBERON_0000955","flocculonodular lobe, hemisphere portion","organ_type"
"getNextPvId()","","UBERON_0001063","","UBERON_0000064","UBERON_0000955","flocculus","organ_type"
"getNextPvId()","","UBERON_0004720","","UBERON_0000064","UBERON_0000955","cerebellar vermis","organ_type"
"getNextPvId()","","UBERON_0003941","","UBERON_0000064","UBERON_0000955","cerebellum anterior vermis","organ_type"
"getNextPvId()","","UBERON_0003021","","UBERON_0000064","UBERON_0000955","central lobule","organ_type"
"getNextPvId()","","UBERON_0004075","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule II","organ_type"
"getNextPvId()","","UBERON_0004076","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule III","organ_type"
"getNextPvId()","","UBERON_0004074","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule I","organ_type"
"getNextPvId()","","UBERON_0007763","","UBERON_0000064","UBERON_0000955","cerebellum vermis culmen","organ_type"
"getNextPvId()","","UBERON_0004077","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule IV","organ_type"
"getNextPvId()","","UBERON_0004079","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule V","organ_type"
"getNextPvId()","","UBERON_0004009","","UBERON_0000064","UBERON_0000955","cerebellum posterior vermis","organ_type"
"getNextPvId()","","UBERON_0004080","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule VI","organ_type"
"getNextPvId()","","UBERON_0004081","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule VII","organ_type"
"getNextPvId()","","UBERON_0005345","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule VIIA","organ_type"
"getNextPvId()","","UBERON_0005346","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule VIIB","organ_type"
"getNextPvId()","","UBERON_0004082","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule VIII","organ_type"
"getNextPvId()","","UBERON_0005349","","UBERON_0000064","UBERON_0000955","paramedian lobule","organ_type"
"getNextPvId()","","UBERON_0004070","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule","organ_type"
"getNextPvId()","","UBERON_0004078","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule IX","organ_type"
"getNextPvId()","","UBERON_0004083","","UBERON_0000064","UBERON_0000955","cerebellum vermis lobule X","organ_type"
"getNextPvId()","","UBERON_0004004","","UBERON_0000064","UBERON_0000955","cerebellum lobule","organ_type"
"getNextPvId()","","UBERON_0005293","","UBERON_0000064","UBERON_0000955","cerebellum lobe","organ_type"
"getNextPvId()","","UBERON_0003012","","UBERON_0000064","UBERON_0000955","flocculonodular lobe","organ_type"
"getNextPvId()","","UBERON_0002131","","UBERON_0000064","UBERON_0000955","anterior lobe of cerebellum","organ_type"
"getNextPvId()","","UBERON_0004002","","UBERON_0000064","UBERON_0000955","posterior lobe of cerebellum","organ_type"
"getNextPvId()","","UBERON_0004130","","UBERON_0000064","UBERON_0000955","cerebellar layer","organ_type"
"getNextPvId()","","UBERON_0002956","","UBERON_0000064","UBERON_0000955","granular layer of cerebellar cortex","organ_type"
"getNextPvId()","","UBERON_0002974","","UBERON_0000064","UBERON_0000955","molecular layer of cerebellar cortex","organ_type"
"getNextPvId()","","UBERON_0002979","","UBERON_0000064","UBERON_0000955","Purkinje cell layer of cerebellar cortex","organ_type"
"getNextPvId()","","UBERON_0024045","","UBERON_0000064","UBERON_0000955","white matter of the cerebellar cortex","organ_type"
"getNextPvId()","","UBERON_0002130","","UBERON_0000064","UBERON_0000955","cerebellar nuclear complex","organ_type"
"getNextPvId()","","UBERON_0008995","","UBERON_0000064","UBERON_0000955","nucleus of cerebellar nuclear complex","organ_type"
"getNextPvId()","","UBERON_0002132","","UBERON_0000064","UBERON_0000955","dentate nucleus","organ_type"
"getNextPvId()","","UBERON_0002568","","UBERON_0000064","UBERON_0000955","amiculum of dentate nucleus","organ_type"
"getNextPvId()","","UBERON_0002744","","UBERON_0000064","UBERON_0000955","hilum of dentate nucleus","organ_type"
"getNextPvId()","","UBERON_0002747","","UBERON_0000064","UBERON_0000955","neodentate part of dentate nucleus","organ_type"
"getNextPvId()","","UBERON_0006743","","UBERON_0000064","UBERON_0000955","paleodentate of dentate nucleus","organ_type"
"getNextPvId()","","UBERON_0002153","","UBERON_0000064","UBERON_0000955","fastigial nucleus","organ_type"
"getNextPvId()","","UBERON_0004073","","UBERON_0000064","UBERON_0000955","cerebellum interpositus nucleus","organ_type"
"getNextPvId()","","UBERON_0002602","","UBERON_0000064","UBERON_0000955","emboliform nucleus","organ_type"
"getNextPvId()","","UBERON_0002613","","UBERON_0000064","UBERON_0000955","cerebellum globose nucleus","organ_type"
"getNextPvId()","","UBERON_0002659","","UBERON_0000064","UBERON_0000955","superior medullary velum","organ_type"
"getNextPvId()","","UBERON_0006694","","UBERON_0000064","UBERON_0000955","cerebellum vasculature","organ_type"
"getNextPvId()","","UBERON_0002290","","UBERON_0000064","UBERON_0000955","choroid plexus of fourth ventricle","organ_type"
"getNextPvId()","","UBERON_0006340","","UBERON_0000064","UBERON_0000955","fourth ventricle choroid plexus stroma","organ_type"
"getNextPvId()","","UBERON_0014540","","UBERON_0000064","UBERON_0000955","white matter lamina of cerebellum","organ_type"
"getNextPvId()","","UBERON_0014642","","UBERON_0000064","UBERON_0000955","vestibulocerebellum","organ_type"
"getNextPvId()","","UBERON_0016565","","UBERON_0000064","UBERON_0000955","cerebral blood vessel","organ_type"
"getNextPvId()","","UBERON_0002028","","","UBERON_0000955","hindbrain","organ_type"
"getNextPvId()","","UBERON_0002422","","UBERON_0000064","UBERON_0000955","fourth ventricle","organ_type"
"getNextPvId()","","UBERON_0002162","","UBERON_0000064","UBERON_0000955","area postrema","organ_type"
"getNextPvId()","","UBERON_0004668","","UBERON_0000064","UBERON_0000955","fourth ventricle aperture","organ_type"
"getNextPvId()","","UBERON_0003991","","UBERON_0000064","UBERON_0000955","fourth ventricle median aperture","organ_type"
"getNextPvId()","","UBERON_0003992","","UBERON_0000064","UBERON_0000955","fourth ventricle lateral aperture","organ_type"
"getNextPvId()","","UBERON_0005287","","UBERON_0000064","UBERON_0000955","tela choroidea of fourth ventricle","organ_type"
"getNextPvId()","","UBERON_0007656","","UBERON_0000064","UBERON_0000955","lateral recess of fourth ventricle","organ_type"
"getNextPvId()","","UBERON_0009573","","UBERON_0000064","UBERON_0000955","sulcus limitans of fourth ventricle","organ_type"
"getNextPvId()","","UBERON_0034672","","UBERON_0000064","UBERON_0000955","lateral eminence of fourth ventricle","organ_type"
"getNextPvId()","","UBERON_0003291","","","UBERON_0000955","meninx of hindbrain","organ_type"
"getNextPvId()","","UBERON_0003554","","","UBERON_0000955","hindbrain pia mater","organ_type"
"getNextPvId()","","UBERON_0003559","","","UBERON_0000955","hindbrain arachnoid mater","organ_type"
"getNextPvId()","","UBERON_0003565","","","UBERON_0000955","hindbrain dura mater","organ_type"
"getNextPvId()","","UBERON_0005290","","UBERON_0000064","UBERON_0000955","myelencephalon","organ_type"
"getNextPvId()","","UBERON_0001896","","UBERON_0000064","UBERON_0000955","medulla oblongata","organ_type"
"getNextPvId()","","UBERON_0000128","","UBERON_0000064","UBERON_0000955","olivary body","organ_type"
"getNextPvId()","","UBERON_0002127","","UBERON_0000064","UBERON_0000955","inferior olivary complex","organ_type"
"getNextPvId()","","UBERON_0007244","","UBERON_0000064","UBERON_0000955","inferior olivary nucleus","organ_type"
"getNextPvId()","","UBERON_0002158","","UBERON_0000064","UBERON_0000955","principal inferior olivary nucleus","organ_type"
"getNextPvId()","","UBERON_0002159","","UBERON_0000064","UBERON_0000955","medial accessory inferior olivary nucleus","organ_type"
"getNextPvId()","","UBERON_0007249","","UBERON_0000064","UBERON_0000955","dorsal accessory inferior olivary nucleus","organ_type"
"getNextPvId()","","UBERON_0008333","","UBERON_0000064","UBERON_0000955","hilum of inferior olivary complex","organ_type"
"getNextPvId()","","UBERON_0001699","","UBERON_0000064","UBERON_0000955","sensory root of facial nerve","organ_type"
"getNextPvId()","","UBERON_0002126","","UBERON_0000064","UBERON_0000955","solitary tract nuclear complex","organ_type"
"getNextPvId()","","UBERON_0009050","","UBERON_0000064","UBERON_0000955","nucleus of solitary tract","organ_type"
"getNextPvId()","","UBERON_0019312","","UBERON_0000064","UBERON_0000955","ventrolateral nucleus of solitary tract","organ_type"
"getNextPvId()","","UBERON_0035575","","UBERON_0000064","UBERON_0000955","paracommissural nucleus of solitary tract","organ_type"
"getNextPvId()","","UBERON_0009051","","UBERON_0000064","UBERON_0000955","gelatinous nucleus of solitary tract","organ_type"
"getNextPvId()","","UBERON_0009052","","UBERON_0000064","UBERON_0000955","medial nucleus of solitary tract","organ_type"
"getNextPvId()","","UBERON_0002164","","UBERON_0000064","UBERON_0000955","tectobulbar tract","organ_type"
"getNextPvId()","","UBERON_0002559","","UBERON_0000064","UBERON_0000955","medullary reticular formation","organ_type"
"getNextPvId()","","UBERON_0009775","","UBERON_0000064","UBERON_0000955","lateral medullary reticular complex","organ_type"
"getNextPvId()","","UBERON_0002154","","UBERON_0000064","UBERON_0000955","lateral reticular nucleus","organ_type"
"getNextPvId()","","UBERON_0016633","","UBERON_0000064","UBERON_0000955","parvocellular reticular nucleus","organ_type"
"getNextPvId()","","UBERON_0009776","","UBERON_0000064","UBERON_0000955","intermediate reticular formation","organ_type"
"getNextPvId()","","UBERON_0009777","","UBERON_0000064","UBERON_0000955","intermediate reticular nucleus","organ_type"
"getNextPvId()","","UBERON_0016826","","UBERON_0000064","UBERON_0000955","paramedian medullary reticular complex","organ_type"
"getNextPvId()","","UBERON_0016827","","UBERON_0000064","UBERON_0000955","dorsal paramedian reticular nucleus","organ_type"
"getNextPvId()","","UBERON_0035940","","UBERON_0000064","UBERON_0000955","central medullary reticular nuclear complex","organ_type"
"getNextPvId()","","UBERON_0002589","","UBERON_0000064","UBERON_0000955","lateral corticospinal tract","organ_type"
"getNextPvId()","","UBERON_0002610","","UBERON_0000064","UBERON_0000955","cochlear nuclear complex","organ_type"
"getNextPvId()","","UBERON_0001720","","UBERON_0000064","UBERON_0000955","cochlear nucleus","organ_type"
"getNextPvId()","","UBERON_0002828","","UBERON_0000064","UBERON_0000955","ventral cochlear nucleus","organ_type"
"getNextPvId()","","UBERON_0002830","","UBERON_0000064","UBERON_0000955","anteroventral cochlear nucleus","organ_type"
"getNextPvId()","","UBERON_0002831","","UBERON_0000064","UBERON_0000955","posteroventral cochlear nucleus","organ_type"
"getNextPvId()","","UBERON_0002829","","UBERON_0000064","UBERON_0000955","dorsal cochlear nucleus","organ_type"
"getNextPvId()","","UBERON_0002642","","UBERON_0000064","UBERON_0000955","cuneate fasciculus of medulla","organ_type"
"getNextPvId()","","UBERON_0002643","","UBERON_0000064","UBERON_0000955","decussation of medial lemniscus","organ_type"
"getNextPvId()","","UBERON_0002646","","UBERON_0000064","UBERON_0000955","dorsal longitudinal fasciculus of medulla","organ_type"
"getNextPvId()","","UBERON_0002649","","UBERON_0000064","UBERON_0000955","dorsolateral fasciculus of medulla","organ_type"
"getNextPvId()","","UBERON_0002653","","UBERON_0000064","UBERON_0000955","gracile fasciculus of medulla","organ_type"
"getNextPvId()","","UBERON_0002673","","UBERON_0000064","UBERON_0000955","vestibular nuclear complex","organ_type"
"getNextPvId()","","UBERON_0007228","","UBERON_0000064","UBERON_0000955","vestibular nucleus","organ_type"
"getNextPvId()","","UBERON_0001721","","UBERON_0000064","UBERON_0000955","inferior vestibular nucleus","organ_type"
"getNextPvId()","","UBERON_0001722","","UBERON_0000064","UBERON_0000955","medial vestibular nucleus","organ_type"
"getNextPvId()","","UBERON_0007230","","UBERON_0000064","UBERON_0000955","lateral vestibular nucleus","organ_type"
"getNextPvId()","","UBERON_0007227","","UBERON_0000064","UBERON_0000955","superior vestibular nucleus","organ_type"
"getNextPvId()","","UBERON_0002692","","UBERON_0000064","UBERON_0000955","medullary raphe nuclear complex","organ_type"
"getNextPvId()","","UBERON_0002156","","UBERON_0000064","UBERON_0000955","nucleus raphe magnus","organ_type"
"getNextPvId()","","UBERON_0002157","","UBERON_0000064","UBERON_0000955","nucleus raphe pallidus","organ_type"
"getNextPvId()","","UBERON_0002684","","UBERON_0000064","UBERON_0000955","nucleus raphe obscurus","organ_type"
"getNextPvId()","","UBERON_0002715","","UBERON_0000064","UBERON_0000955","spinal trigeminal tract of medulla","organ_type"
"getNextPvId()","","UBERON_0002748","","UBERON_0000064","UBERON_0000955","medial lemniscus of medulla","organ_type"
"getNextPvId()","","UBERON_0002750","","UBERON_0000064","UBERON_0000955","medial longitudinal fasciculus of medulla","organ_type"
"getNextPvId()","","UBERON_0002786","","UBERON_0000064","UBERON_0000955","root of abducens nerve","organ_type"
"getNextPvId()","","UBERON_0002867","","UBERON_0000064","UBERON_0000955","central gray substance of medulla","organ_type"
"getNextPvId()","","UBERON_0002944","","UBERON_0000064","UBERON_0000955","spinothalamic tract of medulla","organ_type"
"getNextPvId()","","UBERON_0002987","","UBERON_0000064","UBERON_0000955","anterior spinocerebellar tract","organ_type"
"getNextPvId()","","UBERON_0003989","","UBERON_0000064","UBERON_0000955","medulla oblongata anterior median fissure","organ_type"
"getNextPvId()","","UBERON_0004675","","UBERON_0000064","UBERON_0000955","hypoglossal nerve root","organ_type"
"getNextPvId()","","UBERON_0005159","","UBERON_0000064","UBERON_0000955","pyramid of medulla oblongata","organ_type"
"getNextPvId()","","UBERON_0006089","","UBERON_0000064","UBERON_0000955","dorsal external arcuate fiber bundle","organ_type"
"getNextPvId()","","UBERON_0006090","","UBERON_0000064","UBERON_0000955","glossopharyngeal nerve fiber bundle","organ_type"
"getNextPvId()","","UBERON_0006097","","UBERON_0000064","UBERON_0000955","ventral external arcuate fiber bundle","organ_type"
"getNextPvId()","","UBERON_0006116","","UBERON_0000064","UBERON_0000955","vagal nerve fiber bundle","organ_type"
"getNextPvId()","","UBERON_0006117","","UBERON_0000064","UBERON_0000955","accessory nerve fiber bundle","organ_type"
"getNextPvId()","","UBERON_0007635","","UBERON_0000064","UBERON_0000955","nucleus of medulla oblongata","organ_type"
"getNextPvId()","","UBERON_0020358","","UBERON_0000064","UBERON_0000955","accessory XI nerve nucleus","organ_type"
"getNextPvId()","","UBERON_0002871","","UBERON_0000064","UBERON_0000955","hypoglossal nucleus","organ_type"
"getNextPvId()","","UBERON_0001717","","UBERON_0000064","UBERON_0000955","spinal nucleus of trigeminal nerve","organ_type"
"getNextPvId()","","UBERON_0002591","","UBERON_0000064","UBERON_0000955","oral part of spinal trigeminal nucleus","organ_type"
"getNextPvId()","","UBERON_0002866","","UBERON_0000064","UBERON_0000955","caudal part of spinal trigeminal nucleus","organ_type"
